variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number	annotation_1	annotation_2	annotation_3
v363	snv	-0.79182	0	0.01	0	-0.87298	-0.55528	0.44236
v364	snv	-0.79182	0	0.01	0	0.99391	-0.96201	0.34127
v365	insertion_mei	1.81752	0	0.01	0	1.31422	-0.72762	-0.16991
v366	other_complex_sv	1.03984	0	0.01	0	0.14942	-0.10143	0.81801
v367	snv	-0.79182	0	0.06155	0	0.44411	0.56465	0.68748
v368	deletion_short	1.13001	0	0.01	1	-1.69613	0.03204	1.14181
v369	snv	-0.79182	0	0.07208	0	0.7129	-1.39477	-0.73467
v370	duplication_short	0.42246	0	0.01	1	-1.02548	-1.08642	-0.83193
v371	duplication_long	0.61257	0	0.01	1	0.46957	-2.14234	0.68604
v372	insertion_mei	1.74012	0	0.01	0	-0.93077	0.1492	0.57197
v373	inversion_bnd_complex	1.78044	1	0.01	0	-2.27621	0.60023	-1.2327
v374	snv	-0.79182	0	0.02366	0	-0.07289	0.7175	2.18738
v375	snv	-0.79182	1	0.08218	0	-1.24014	-0.91899	-2.49752
v376	duplication_short	1.93869	1	0.01	1	1.11048	-1.61988	0.75607
v377	str_vntr_repeat	0.28991	1	0.01	0	-1.30408	0.64311	-1.10543
v378	snv	-0.79182	0	0.01	0	0.53359	-1.22174	-1.59962
v379	inversion_bnd_complex	1.86908	0	0.06115	0	0.54493	1.19996	0.71965
v380	small_indel	0.02223	0	0.02496	0	-0.04477	-0.15113	-1.6043
v381	duplication_long	0.25742	0	0.01	1	-1.80324	-0.25032	0.58323
v382	deletion_long	0.41256	0	0.05646	1	-0.57603	0.45736	-0.87123
v383	duplication_short	1.98837	0	0.01	1	-0.17652	-0.49307	-1.10311
v384	snv	-0.79182	0	0.12361	0	-1.03448	0.64668	-1.83494
v385	deletion_long	1.55455	0	0.01	1	0.04282	0.34359	-0.1611
v386	deletion_short	1.11426	0	0.01	1	-0.89832	-0.11979	0.09118
v387	snv	-0.79182	0	0.17177	0	1.24306	-0.20113	-1.80371
v388	snv	-0.79182	0	0.01	0	-0.27772	-0.47136	-0.38715
v389	snv	-0.79182	0	0.01044	0	-1.15766	-0.19981	-1.00105
v390	snv	-0.79182	0	0.01	0	-2.22983	-0.78898	1.09718
v391	snv	-0.79182	0	0.01	0	-1.3407	1.01086	0.355
v392	deletion_short	1.15901	0	0.01113	1	0.55964	0.31708	-0.65791
v393	snv	-0.79182	0	0.05125	0	2.44016	-0.73002	-1.00357
v394	snv	-0.79182	0	0.07593	0	-0.87823	-1.00485	-0.47776
v395	snv	-0.79182	0	0.01466	0	-1.05955	0.20262	1.7806
v396	snv	-0.79182	0	0.01	0	1.33652	0.90189	-0.06881
v397	snv	-0.79182	0	0.04198	0	0.43832	0.76027	-0.20173
v398	snv	-0.79182	0	0.01443	0	-0.19883	1.32412	-0.60875
v399	snv	-0.79182	0	0.02562	0	0.66499	-0.16832	0.67088
v400	snv	-0.79182	0	0.01	0	-0.92645	1.78367	-1.02403
v401	duplication_long	0.38847	0	0.01	1	-0.09302	-1.16026	0.2143
v402	snv	-0.79182	0	0.02669	0	-1.05576	-0.66386	0.37462
v403	snv	-0.79182	0	0.10355	0	-0.72633	0.08119	-0.92542
v404	str_vntr_repeat	0.21665	1	0.01338	0	0.14631	1.45687	0.27963
v405	snv	-0.79182	0	0.01	0	-1.5347	0.68313	1.11036
v406	duplication_short	0.81629	0	0.01	1	-0.7255	-0.32077	-0.23208
v407	small_indel	-0.11124	0	0.01473	0	-0.09989	1.3364	0.20551
v408	other_complex_sv	1.60726	0	0.06345	0	0.32463	-0.45383	1.55023
v409	snv	-0.79182	0	0.05367	0	-0.42561	-1.57079	-0.33431
v410	snv	-0.79182	0	0.03119	0	-0.43221	-0.30392	-0.50122
v411	str_vntr_repeat	0.83467	1	0.0674	0	0.73709	1.35986	-0.41005
v412	inversion_bnd_complex	1.05788	0	0.01	0	2.58983	-1.00559	1.53873
v413	inversion_bnd_complex	1.72599	0	0.01	0	0.24631	-0.09422	0.20248
v414	snv	-0.79182	0	0.12771	0	0.81805	0.36466	-1.68416
v415	snv	-0.79182	0	0.31762	0	1.00336	0.31577	0.98415
v416	deletion_short	2.12332	0	0.01	1	-1.31065	1.2686	0.74644
v417	duplication_long	1.52246	0	0.01	1	-0.5889	0.87743	-0.80612
v418	snv	-0.79182	0	0.01	0	0.0604	-0.27623	-0.69885
v419	duplication_long	1.723	0	0.01	1	0.02803	-0.87268	-0.59795
v420	snv	-0.79182	0	0.01	0	-0.70502	-0.41178	-1.61836
v421	snv	-0.79182	0	0.01	0	-1.17021	0.8917	0.23128
v422	snv	-0.79182	0	0.06625	0	1.2072	0.56549	-0.64943
v423	snv	-0.79182	0	0.01	0	-0.80665	-1.64241	-0.10557
v424	snv	-0.79182	0	0.01597	0	1.62423	-0.21603	-1.88685
v425	str_vntr_repeat	1.00954	1	0.01	0	-1.61303	-2.02202	-0.60751
v426	snv	-0.79182	0	0.01	0	-0.45251	0.29027	0.64147
v427	snv	-0.79182	1	0.01	0	-1.62617	-0.46881	0.57377
v428	snv	-0.79182	0	0.01	0	-2.30921	1.23876	0.63915
v429	snv	-0.79182	0	0.06301	0	-0.05232	-1.05072	0.7698
v430	snv	-0.79182	0	0.01	0	-0.46081	0.44113	0.16155
v431	snv	-0.79182	0	0.01	0	-0.8617	0.48502	-1.42251
v432	snv	-0.79182	1	0.01	0	-0.26538	1.40951	-0.56141
v433	duplication_short	1.1962	0	0.01	1	-0.37775	1.34515	0.7039
v434	snv	-0.79182	0	0.01	0	0.09746	-1.66829	-0.23744
v435	duplication_long	1.09624	0	0.04823	1	-0.71396	0.65154	1.7889
v436	snv	-0.79182	0	0.01	0	1.4574	0.35588	0.09015
v437	other_complex_sv	1.25508	0	0.05742	0	0.91838	0.85026	-1.15419
v438	snv	-0.79182	0	0.02061	0	-1.22316	0.58644	-0.48284
v439	snv	-0.79182	0	0.10246	0	-0.07341	0.30229	-0.16117
v440	insertion_mei	1.96295	0	0.01	0	-0.33767	0.20987	-1.15932
v441	small_indel	-0.02835	0	0.01	0	2.5778	0.07431	-0.00384
v442	insertion_mei	0.56169	0	0.01	0	-1.12128	0.00468	1.42776
v443	deletion_short	0.34809	0	0.01	1	-0.56707	-0.40929	-1.8223
v444	duplication_long	0.42594	0	0.14323	1	1.24627	-1.01773	0.08752
v445	snv	-0.79182	1	0.17739	0	0.19672	2.02892	1.53689
v446	small_indel	-0.15842	0	0.01	0	1.88213	-1.13363	-1.30154
v447	snv	-0.79182	0	0.18993	0	2.03534	-0.54163	1.43815
v448	snv	-0.79182	0	0.01	0	0.32764	-0.12095	-2.52035
v449	snv	-0.79182	0	0.0214	0	2.48226	0.98517	-0.27089
v450	duplication_short	1.25327	0	0.01629	1	-0.95601	-0.64264	0.66914
v451	snv	-0.79182	0	0.05476	0	0.00343	1.39923	0.761
v452	small_indel	-0.13827	0	0.01	0	-1.81901	-0.0099	-1.62162
v453	snv	-0.79182	0	0.01	0	-0.35284	-1.07872	-0.59137
v454	str_vntr_repeat	0.69209	1	0.01	0	1.36679	0.99729	-0.81678
v455	snv	-0.79182	0	0.01	0	-1.06716	-0.3127	-1.49326
v456	snv	-0.79182	0	0.01	0	-0.86262	1.32398	-1.45985
v457	snv	-0.79182	0	0.01	0	-0.56133	-0.16765	-1.55743
v458	deletion_short	0.98599	0	0.01792	1	1.20108	-0.07147	0.23188
v459	snv	-0.79182	0	0.01	0	-0.36104	0.53736	-0.25786
v460	snv	-0.79182	0	0.01	0	0.55147	1.73116	-2.55521
v461	inversion_bnd_complex	1.6632	0	0.01	0	-0.13327	0.56062	-1.51833
v462	snv	-0.79182	0	0.07015	0	-0.171	0.6473	-0.0276
v463	inversion_bnd_complex	0.45694	0	0.01	0	1.02872	-0.47154	0.4987
v464	duplication_long	1.87532	0	0.01	1	-0.52204	0.69969	-0.12224
v465	snv	-0.79182	0	0.01	0	-0.15864	-0.19934	-0.9511
v466	inversion_bnd_complex	0.99436	0	0.02882	0	-0.27835	-0.09214	0.27341
v467	snv	-0.79182	0	0.01	0	0.22663	0.19607	-1.57964
v468	deletion_long	1.57349	0	0.01	1	0.66707	-0.47864	-0.19003
v469	snv	-0.79182	0	0.12436	0	0.8082	0.10307	0.18754
v470	snv	-0.79182	0	0.03173	0	0.52273	-0.62526	-0.22091
v471	other_complex_sv	0.27847	0	0.01	0	-0.2175	-0.24797	-0.84818
v472	snv	-0.79182	0	0.01	0	-1.40936	0.34611	1.76211
v473	snv	-0.79182	0	0.14342	0	-0.69103	0.4489	-0.16787
v474	snv	-0.79182	0	0.01247	0	0.5176	0.80209	-0.5752
v475	duplication_short	0.55807	1	0.01	1	-0.04431	1.68168	0.21193
v476	duplication_short	1.35834	0	0.01181	1	-0.33752	0.18524	0.85393
v477	snv	-0.79182	0	0.01	0	0.97828	-1.00191	-2.09986
v478	snv	-0.79182	0	0.01	0	-0.17105	0.1711	-2.60167
v479	inversion_bnd_complex	0.86285	0	0.01	0	-1.88243	0.37112	1.49472
v480	insertion_mei	0.8725	0	0.01	0	-2.87827	-1.43205	1.03826
v481	str_vntr_repeat	1.27732	1	0.08024	0	0.23486	-1.23174	-0.35238
v482	snv	-0.79182	0	0.08503	0	0.36369	0.05178	1.0051
v483	str_vntr_repeat	0.99003	1	0.01	0	-0.68797	-1.32855	-0.43979
v484	snv	-0.79182	0	0.01	0	-1.17555	0.54023	-0.17292
v485	duplication_long	1.137	0	0.01	1	2.14279	-1.61002	0.01574
v486	insertion_mei	0.60621	0	0.01	0	-1.76374	0.95437	0.824
v487	insertion_mei	1.82821	0	0.01	0	0.30942	0.04484	0.90475
v488	deletion_short	1.20282	0	0.0154	1	-0.34263	-2.31258	-0.21674
v489	deletion_short	1.29448	0	0.01	1	0.02636	0.2068	1.10709
v490	snv	-0.79182	1	0.05501	0	1.98564	0.64806	-1.06542
v491	inversion_bnd_complex	1.66538	0	0.01	0	0.99063	1.96586	-0.52685
v492	snv	-0.79182	0	0.01977	0	-1.62614	-1.2759	-0.79446
v493	deletion_long	1.46744	0	0.01	1	1.61774	0.72274	0.12764
v494	other_complex_sv	0.89686	0	0.01	0	-0.56946	-1.23748	-0.16325
v495	snv	-0.79182	0	0.01	0	-0.53317	1.69543	0.99187
v496	snv	-0.79182	0	0.01	0	-0.18418	0.56213	-0.71945
v497	small_indel	-0.02271	0	0.02826	0	0.28185	0.5642	-0.69135
v498	duplication_long	1.7571	0	0.01	1	-0.00649	0.76469	1.44209
v499	snv	-0.79182	0	0.09892	0	0.82893	-1.43039	-1.57862
v500	insertion_mei	1.4582	0	0.07604	0	-1.18506	0.35421	-0.94576
v501	duplication_short	1.60703	0	0.02893	1	-0.60901	-2.31288	2.11884
v502	str_vntr_repeat	1.41671	1	0.01	0	1.22535	-0.71467	-0.11579
v503	snv	-0.79182	0	0.26521	0	1.56782	-0.92382	-0.5432
v504	duplication_short	1.22366	0	0.01172	1	0.44534	0.88369	0.88403
v505	snv	-0.79182	0	0.04738	0	-0.48202	2.97978	1.21778
v506	duplication_long	1.46051	0	0.01301	1	-0.08484	-0.55133	0.87689
v507	small_indel	-0.45153	0	0.05404	0	0.96668	-1.49096	0.08676
v508	snv	-0.79182	0	0.01528	0	-0.05021	1.06097	0.53471
v509	other_complex_sv	1.11716	0	0.01	0	-0.95989	-0.498	-0.32703
v510	snv	-0.79182	1	0.01	0	-0.66714	-0.58952	-0.08575
v511	inversion_bnd_complex	1.95884	1	0.01063	0	-1.35452	0.22512	-0.31286
v512	duplication_short	0.31103	0	0.01	1	-1.4102	2.0681	-0.74821
v513	snv	-0.79182	0	0.01	0	-0.58074	-0.52337	-0.78634
v514	small_indel	-0.12887	0	0.05511	0	0.03432	0.71233	0.17684
v515	snv	-0.79182	0	0.01	0	-0.88293	0.02256	-0.63864
v516	snv	-0.79182	0	0.05438	0	-0.31521	2.15838	1.18482
v517	duplication_long	1.35782	0	0.01	1	-0.83133	1.02538	0.44596
v518	str_vntr_repeat	0.19035	1	0.01	0	-0.34207	2.16649	0.72427
v519	snv	-0.79182	0	0.10019	0	0.16754	0.27621	-0.66848
v520	insertion_mei	2.07072	0	0.01	0	-0.09316	-1.06229	0.13527
v521	snv	-0.79182	0	0.01	0	1.0562	-0.64562	-0.40217
v522	snv	-0.79182	0	0.09996	0	1.72615	0.929	0.27971
v523	snv	-0.79182	0	0.01	0	0.2417	0.22209	-0.46551
v524	snv	-0.79182	1	0.01	0	0.47964	0.54723	1.50695
v525	snv	-0.79182	0	0.01	0	-1.20753	0.9704	-0.71367
v526	snv	-0.79182	0	0.0604	0	-0.16438	1.71267	-0.6919
v527	snv	-0.79182	0	0.01	0	0.71353	-0.94797	1.12204
v528	snv	-0.79182	0	0.06332	0	-0.58048	0.8163	0.65283
v529	insertion_mei	0.86633	1	0.07709	0	1.12577	0.15119	-1.46949
v530	deletion_long	2.06453	0	0.08392	1	-1.72014	-1.82941	-0.95247
v531	small_indel	-0.02271	0	0.01	0	0.92227	0.43168	-0.06372
v532	deletion_long	0.50846	0	0.01	1	0.16711	0.9082	0.2924
v533	snv	-0.79182	0	0.01	0	0.83514	0.72482	-0.20692
v534	snv	-0.79182	1	0.01	0	-0.62518	-0.72271	0.87697
v535	other_complex_sv	1.71873	0	0.01	0	-0.8641	-1.12451	-0.4978
v536	duplication_long	1.14218	0	0.08889	1	1.39204	-0.41976	0.38504
v537	insertion_mei	2.00368	0	0.01	0	-1.85476	-2.15318	-1.29613
v538	duplication_short	1.75304	0	0.01	1	0.06518	-1.01414	-0.44102
v539	inversion_bnd_complex	1.78807	0	0.01	0	0.06424	-2.53281	1.5861
v540	snv	-0.79182	0	0.01	0	1.13134	0.13899	-0.62552
v541	snv	-0.79182	1	0.01	0	1.0144	-1.59814	-0.1014
v542	snv	-0.79182	0	0.01	0	-0.36673	-0.98559	-0.24199
v543	inversion_bnd_complex	0.87866	0	0.0399	0	-0.50245	-0.84165	-0.24552
v544	snv	-0.79182	0	0.01084	0	-1.30575	1.80831	-1.10703
v545	str_vntr_repeat	1.78138	1	0.01	0	0.08165	1.10244	0.37371
v546	duplication_long	1.10939	1	0.01029	1	-0.21842	-0.03979	-1.68754
v547	snv	-0.79182	1	0.01	0	0.18853	-1.51414	0.19239
v548	small_indel	-0.2056	0	0.04989	0	-0.44526	-0.02097	0.47813
v549	snv	-0.79182	0	0.08192	0	-0.35527	0.18219	0.91105
v550	inversion_bnd_complex	1.4334	0	0.01	0	-1.19283	1.54283	1.04143
v551	deletion_long	0.3834	0	0.01167	1	1.45	0.34973	0.89519
v552	snv	-0.79182	1	0.1194	0	-0.29211	0.70862	1.07657
v553	duplication_short	0.58981	0	0.01747	1	-1.31244	0.17469	-0.92532
v554	snv	-0.79182	0	0.01358	0	1.25203	-1.46842	0.167
v555	snv	-0.79182	0	0.01	0	0.86931	0.15633	-0.60322
v556	other_complex_sv	0.75319	0	0.01	0	-1.65618	-0.20893	-0.16806
v557	insertion_mei	0.26484	0	0.01	0	-0.0834	-0.61158	-0.1412
v558	snv	-0.79182	0	0.04045	0	0.33088	-0.11546	0.57186
v559	snv	-0.79182	0	0.01	0	1.6724	-0.02642	-1.10342
v560	insertion_mei	0.52338	0	0.08094	0	1.0631	0.59345	2.17711
v561	str_vntr_repeat	1.68899	1	0.01	0	-0.14136	0.14337	0.15887
v562	insertion_mei	0.32542	0	0.01	0	0.91244	-0.89035	-0.33941
v563	small_indel	-0.02271	0	0.01	0	-1.0457	0.92188	-0.02456
v564	deletion_long	1.02009	0	0.01	1	0.41967	1.17394	1.2843
v565	snv	-0.79182	0	0.05589	0	0.90442	0.37645	0.41254
v566	snv	-0.79182	0	0.01	0	-1.65268	0.53145	0.58099
v567	str_vntr_repeat	1.26156	1	0.01	0	-0.58592	0.48589	-0.7858
v568	snv	-0.79182	0	0.01	0	0.07665	-0.71034	0.73028
v569	duplication_short	1.32958	0	0.04287	1	2.87047	0.07277	-0.00688
v570	small_indel	-0.19278	1	0.01872	0	0.5377	1.23531	1.01692
v571	snv	-0.79182	0	0.01	0	1.62262	0.32314	-0.10087
v572	snv	-0.79182	0	0.01	0	0.22016	0.17065	-0.69789
v573	insertion_mei	0.9099	1	0.01	0	-1.96575	-1.10004	0.48269
v574	snv	-0.79182	0	0.01	0	-1.43861	-0.45354	-1.88468
v575	str_vntr_repeat	1.21706	1	0.01	0	0.18588	-0.63312	0.07839
v576	snv	-0.79182	0	0.01	0	0.56204	1.52153	1.97052
v577	insertion_mei	1.12356	0	0.01	0	-1.53569	0.92636	-0.83669
v578	snv	-0.79182	0	0.01	0	1.34282	-0.93988	-0.9017
v579	duplication_long	1.10627	0	0.01	1	-0.7113	-0.11399	1.06776
v580	small_indel	-0.12887	0	0.01	0	0.83039	-0.49822	2.05652
v581	insertion_mei	1.33908	0	0.01269	0	-0.43986	-1.36456	-0.17729
v582	snv	-0.79182	0	0.01	0	1.20934	0.70641	0.37117
v583	snv	-0.79182	1	0.12329	0	0.71015	-0.21948	-0.74702
v584	snv	-0.79182	0	0.01	0	-0.69313	-0.41989	-0.97934
v585	inversion_bnd_complex	1.96774	0	0.01	0	0.91695	-0.86617	-0.22496
v586	deletion_long	1.96564	0	0.01	1	1.16731	0.51845	-0.99913
v587	snv	-0.79182	0	0.01	0	0.10721	0.47198	-0.91738
v588	duplication_long	2.02803	0	0.0264	1	0.51718	-2.78315	-0.24528
v589	snv	-0.79182	0	0.08812	0	-0.64864	0.24756	-0.86385
v590	snv	-0.79182	0	0.0339	0	0.29863	0.76371	-0.82904
v591	snv	-0.79182	1	0.03927	0	-1.37196	-0.98057	0.77295
v592	snv	-0.79182	0	0.08451	0	0.51068	0.14615	-2.08135
v593	inversion_bnd_complex	0.25927	0	0.01	0	-1.06912	-1.27362	-0.29027
v594	snv	-0.79182	0	0.01001	0	-0.82	0.0702	0.62716
v595	duplication_short	0.5191	0	0.01	1	0.13202	-0.11401	-1.49371
v596	small_indel	-0.08728	0	0.09745	0	-1.18466	0.02416	-0.40557
v597	snv	-0.79182	0	0.0399	0	-0.77775	2.02775	-0.1444
v598	snv	-0.79182	0	0.0589	0	-0.09169	0.09763	-0.11662
v599	inversion_bnd_complex	2.02784	0	0.01	0	1.21746	0.95971	-0.63757
v600	deletion_long	1.11387	1	0.01	1	0.30162	-0.33381	-1.03391
v601	snv	-0.79182	0	0.01	0	-0.47998	-0.66849	1.52617
v602	deletion_long	0.4641	0	0.01	1	-0.54393	0.66115	-0.78412
v603	insertion_mei	1.81524	0	0.01	0	0.57551	-1.11147	-0.38608
v604	snv	-0.79182	0	0.08069	0	-0.21904	-1.60739	-0.24983
v605	small_indel	-0.45153	0	0.01458	0	-0.67116	0.57403	-1.51552
v606	snv	-0.79182	0	0.01557	0	0.00019	1.29071	-0.22858
v607	snv	-0.79182	0	0.01	0	-1.22303	-0.7217	0.47684
v608	snv	-0.79182	0	0.01	0	0.54723	0.45802	1.04196
v609	snv	-0.79182	0	0.01605	0	-1.32825	1.0854	1.16354
v610	deletion_short	1.99092	1	0.01	1	0.04819	0.073	-1.34285
v611	small_indel	0.00829	0	0.04769	0	0.26741	1.0933	-0.36175
v612	deletion_long	1.66288	0	0.01	1	0.11554	-0.88438	0.1978
v613	snv	-0.79182	0	0.01	0	0.83967	1.15784	-0.73059
v614	snv	-0.79182	0	0.01	0	-1.6127	-0.169	1.26405
v615	duplication_long	1.15456	0	0.01	1	0.52843	0.15559	-1.16451
v616	snv	-0.79182	0	0.01	0	-0.82598	0.30935	0.45574
v617	duplication_short	0.75788	0	0.01	1	-0.57991	1.38179	-0.29826
v618	snv	-0.79182	0	0.01	0	0.2751	0.55869	0.70364
v619	deletion_long	0.39359	0	0.021	1	0.36842	-2.29334	0.31179
v620	snv	-0.79182	0	0.02703	0	0.48835	-0.79684	-1.16746
v621	snv	-0.79182	0	0.08434	0	-0.41017	1.04091	-0.27209
v622	snv	-0.79182	0	0.12439	0	-1.04686	-0.63522	-1.80841
v623	inversion_bnd_complex	0.47455	0	0.01	0	0.99128	-0.24328	0.87707
v624	duplication_long	1.82685	0	0.01221	1	-0.27681	0.04953	-0.94474
v625	snv	-0.79182	0	0.01	0	1.86156	-0.93572	-0.17929
v626	snv	-0.79182	0	0.01	0	-0.25835	-1.1793	1.17837
v627	snv	-0.79182	0	0.01	0	0.74239	0.64127	0.41514
v628	snv	-0.79182	0	0.01	0	-1.005	0.97452	-1.8416
v629	snv	-0.79182	0	0.01501	0	1.13675	-0.65379	-0.23202
v630	small_indel	0.01769	0	0.03896	0	-1.33778	-0.34264	-0.83356
v631	snv	-0.79182	0	0.28532	0	-0.50514	-0.524	0.22327
v632	other_complex_sv	1.83828	1	0.01	0	1.73495	0.52436	-0.93135
v633	small_indel	-0.01186	0	0.04756	0	0.09126	0.68686	1.1648
v634	snv	-0.79182	0	0.01262	0	1.16022	-1.01928	-1.43319
v635	small_indel	-0.12887	0	0.01	0	2.45986	1.41782	-0.43374
v636	snv	-0.79182	0	0.01	0	0.23143	0.30207	-0.48291
v637	other_complex_sv	1.49878	0	0.01	0	-0.39162	-0.96299	0.37152
v638	inversion_bnd_complex	1.72106	0	0.01	0	0.12972	-1.16563	-0.36044
v639	duplication_short	0.60459	0	0.01	1	-0.20848	-0.6645	0.92026
v640	small_indel	-0.00155	0	0.01	0	-0.16073	0.13841	-1.31137
v641	snv	-0.79182	0	0.13738	0	1.64666	-0.39249	-0.83158
v642	snv	-0.79182	0	0.01	0	0.02524	-1.0661	0.0354
v643	snv	-0.79182	0	0.03167	0	-1.28457	1.10491	0.19394
v644	snv	-0.79182	0	0.01	0	1.63201	0.62694	0.79174
v645	snv	-0.79182	0	0.01	0	1.00027	0.15722	-0.03
v646	snv	-0.79182	0	0.01	0	-0.29294	1.70358	-0.89536
v647	deletion_short	1.76977	1	0.01	1	-0.23868	0.00034	-0.12054
v648	insertion_mei	1.8353	0	0.01	0	-0.68029	-0.59273	2.14116
v649	str_vntr_repeat	1.18148	1	0.01	0	-0.44878	-0.04768	-0.46439
v650	snv	-0.79182	0	0.11005	0	-0.19801	-0.049	-0.31962
v651	snv	-0.79182	0	0.01	0	1.55295	0.20785	-0.27293
v652	snv	-0.79182	0	0.08222	0	-0.64358	-0.27134	2.03946
v653	inversion_bnd_complex	2.04887	0	0.01	0	0.57775	0.82664	-1.87467
v654	snv	-0.79182	0	0.01	0	-0.22124	-0.661	1.03669
v655	duplication_short	2.03648	0	0.01	1	0.67498	1.21787	1.42167
v656	small_indel	-0.1807	0	0.01	0	-1.04588	-0.70906	0.35041
v657	small_indel	-0.03414	0	0.01	0	-2.55932	0.59848	-0.91564
v658	snv	-0.79182	0	0.0115	0	-0.11926	-1.0111	-0.92334
v659	snv	-0.79182	0	0.03	0	-0.36592	0.11773	-0.69017
v660	snv	-0.79182	0	0.01	0	-2.81971	0.24765	0.00625
v661	other_complex_sv	0.33486	0	0.05032	0	0.71029	-1.28511	0.65476
v662	insertion_mei	1.17805	0	0.01	0	0.58144	0.29931	-1.02535
v663	snv	-0.79182	0	0.04175	0	0.16376	0.1245	-0.06816
v664	deletion_short	1.56967	0	0.01	1	-0.90245	1.33672	-0.92941
v665	snv	-0.79182	0	0.01	0	-0.36752	1.7659	1.12304
v666	snv	-0.79182	0	0.01989	0	0.97715	0.95784	0.06226
v667	duplication_short	0.99083	1	0.01657	1	1.10695	0.02358	0.50825
v668	snv	-0.79182	0	0.01225	0	-0.51041	-0.8474	-0.78773
v669	other_complex_sv	1.20271	0	0.01	0	1.43334	-1.16571	-0.02336
v670	duplication_short	0.38216	0	0.01	1	-1.23639	-0.03962	1.53012
v671	snv	-0.79182	0	0.03608	0	-0.06632	0.83641	0.81885
v672	snv	-0.79182	0	0.04035	0	-1.01113	0.21863	0.23115
v673	snv	-0.79182	0	0.06747	0	0.89528	-0.00525	1.13143
v674	snv	-0.79182	1	0.09647	0	0.18715	-1.42871	0.78752
v675	duplication_short	1.34529	0	0.01	1	-1.06858	1.29537	-0.7521
v676	snv	-0.79182	0	0.06181	0	-2.69402	1.06075	-0.44912
v677	duplication_short	1.22186	0	0.01	1	1.05177	-0.53441	0.57136
v678	str_vntr_repeat	0.68966	1	0.03414	0	-0.97139	-0.26591	-1.32479
v679	snv	-0.79182	0	0.01	0	-0.24064	-0.02912	-0.28422
v680	snv	-0.79182	0	0.0372	0	1.27265	-0.54563	0.44389
v681	snv	-0.79182	0	0.04595	0	0.15696	0.2154	0.07952
v682	duplication_short	1.2583	0	0.0253	1	-1.27689	0.56254	-1.11766
v683	snv	-0.79182	0	0.03093	0	-2.12915	-0.63497	0.59451
v684	snv	-0.79182	0	0.01	0	0.90498	-0.9662	0.48907
v685	insertion_mei	0.60852	0	0.01	0	-0.31315	-1.65789	-0.07604
v686	duplication_short	1.97472	0	0.01	1	0.32621	0.76722	1.22196
v687	snv	-0.79182	0	0.03154	0	-0.58017	1.59527	-0.4618
v688	duplication_long	1.46593	0	0.01	1	0.1447	-0.28621	1.50735
v689	small_indel	-0.06576	0	0.03412	0	-1.37971	0.62757	1.02179
v690	deletion_short	2.04066	0	0.01	1	0.8718	-2.22802	0.40622
v691	deletion_short	0.20144	0	0.01	1	1.04169	0.28639	1.32611
v692	deletion_short	1.68562	1	0.01006	1	-0.68952	1.28673	0.48448
v693	deletion_short	0.49079	0	0.06516	1	0.71959	0.46465	0.23379
v694	snv	-0.79182	0	0.01	0	0.21468	1.2161	0.64551
v695	snv	-0.79182	0	0.05181	0	1.07342	-1.20137	-1.44516
v696	deletion_long	1.20297	0	0.01071	1	-1.51219	-1.51296	0.48536
v697	snv	-0.79182	0	0.01	0	1.1694	0.79272	-1.53231
v698	snv	-0.79182	0	0.01512	0	1.37299	-0.60905	0.70661
v699	snv	-0.79182	0	0.03919	0	0.36512	0.8522	1.01208
v700	snv	-0.79182	0	0.04058	0	0.6268	-0.19401	-0.89886
v701	snv	-0.79182	0	0.01	0	-0.47375	-0.3963	-1.3368
v702	snv	-0.79182	1	0.01	0	-0.46201	-0.46018	-0.08389
v703	other_complex_sv	1.896	0	0.01	0	-0.88428	-0.14785	0.69018
v704	snv	-0.79182	0	0.16607	0	-1.32495	-0.78001	-1.46776
v705	snv	-0.79182	0	0.05196	0	0.57673	0.36455	0.58212
v706	snv	-0.79182	0	0.01618	0	-0.84971	0.12233	0.20031
v707	snv	-0.79182	0	0.01512	0	0.37027	-0.53964	0.72127
v708	snv	-0.79182	0	0.05598	0	0.24287	0.22196	0.6921
v709	snv	-0.79182	0	0.01035	0	0.31997	0.30456	1.2495
v710	other_complex_sv	0.40659	0	0.01	0	-1.0956	-0.47812	-0.16566
v711	duplication_long	1.77114	0	0.08395	1	-0.01671	-1.19008	1.83804
v712	deletion_short	0.76857	1	0.01	1	-0.85484	-0.72004	1.46278
v713	snv	-0.79182	0	0.0635	0	-1.06107	0.55207	-1.88076
v714	snv	-0.79182	1	0.01	0	0.76518	1.35024	1.29614
v715	other_complex_sv	0.85198	0	0.01	0	-0.03903	0.12844	-0.00783
v716	snv	-0.79182	0	0.01	0	0.77473	-0.16894	-2.1763
v717	insertion_mei	1.94373	0	0.1161	0	-1.13078	0.84808	-0.00072
v718	snv	-0.79182	0	0.01	0	0.27555	-0.04542	-0.00325
v719	snv	-0.79182	0	0.01	0	0.00139	0.82873	-0.64735
v720	other_complex_sv	1.74905	1	0.01	0	0.58863	0.38362	-0.24173
v721	snv	-0.79182	0	0.01024	0	0.28959	0.91014	1.07195
v722	str_vntr_repeat	0.7996	1	0.01	0	-0.52193	1.53375	0.0414
v723	snv	-0.79182	0	0.01011	0	-0.19874	0.00753	0.64535
v724	snv	-0.79182	0	0.03141	0	-0.57688	0.89138	0.32785
