variant_id	variant_class	sv_log_length	repeat_overlap	allele_frequency	is_copy_number	annotation_1	annotation_2	annotation_3
v362	snv	-0.83601	0	0.01	0	0.39288	-0.54211	0.9472
v363	duplication_long	1.68436	0	0.01	1	0.01927	-0.12811	1.64333
v364	duplication_long	0.22826	0	0.01	1	1.0325	-0.46233	-0.96707
v365	duplication_short	0.96829	0	0.01	1	1.05966	-0.05546	0.04933
v366	insertion_mei	1.52114	0	0.01	0	0.145	-1.67454	-1.36196
v367	snv	-0.83601	0	0.01	0	0.13786	-0.08669	0.56806
v368	deletion_short	1.04742	1	0.01	1	-1.37631	-0.5871	-0.43359
v369	deletion_long	1.86071	0	0.01	1	-0.34858	-0.72129	-0.17877
v370	str_vntr_repeat	1.85132	1	0.0145	0	-0.9388	-1.17412	-0.20268
v371	snv	-0.83601	0	0.01	0	-0.29241	-0.40044	0.61941
v372	snv	-0.83601	0	0.01	0	-0.66255	1.0872	2.83658
v373	deletion_long	1.53448	0	0.01	1	-0.45401	-0.91986	-0.15615
v374	deletion_long	0.99825	0	0.01	1	1.32702	0.10032	1.50479
v375	snv	-0.83601	0	0.37606	0	-0.32107	-0.73758	0.72527
v376	insertion_mei	0.99977	0	0.01	0	-0.91433	0.68924	1.00965
v377	snv	-0.83601	0	0.01	0	-0.31013	-3.32005	-0.58903
v378	snv	-0.83601	0	0.01	0	-0.72977	-1.86994	-0.13569
v379	inversion_bnd_complex	1.34085	0	0.01	0	0.37495	-1.74239	1.53168
v380	snv	-0.83601	0	0.01564	0	0.22293	0.70592	0.62648
v381	snv	-0.83601	0	0.01	0	-0.08854	0.0715	2.18998
v382	deletion_long	1.08187	0	0.01	1	0.86134	-0.27517	0.07229
v383	insertion_mei	0.74435	0	0.01575	0	-0.05133	0.85332	0.17529
v384	snv	-0.83601	0	0.01	0	0.32539	0.52984	0.18869
v385	insertion_mei	1.20378	1	0.01	0	1.34674	-0.20701	0.26402
v386	small_indel	-0.33801	0	0.09848	0	1.02326	-0.5045	1.45744
v387	snv	-0.83601	0	0.0692	0	0.01579	1.03063	0.03593
v388	deletion_short	2.01186	0	0.01	1	-1.78303	0.45232	0.49242
v389	inversion_bnd_complex	0.73924	0	0.01	0	0.03755	-0.90428	-1.99666
v390	snv	-0.83601	0	0.066	0	1.46058	-1.23344	-0.8584
v391	insertion_mei	0.90099	0	0.01	0	0.15681	2.40274	2.12456
v392	snv	-0.83601	0	0.01505	0	-1.63744	0.2361	-0.30822
v393	other_complex_sv	0.16842	0	0.01	0	-0.61237	0.98862	1.76185
v394	duplication_long	0.73174	0	0.01	1	-0.02132	-0.54625	0.15784
v395	insertion_mei	1.37386	0	0.01	0	0.20791	-1.64	-0.57113
v396	snv	-0.83601	1	0.01	0	1.18162	0.00376	0.28376
v397	duplication_long	0.98386	0	0.01	1	-1.35833	0.61853	0.86528
v398	other_complex_sv	1.30925	0	0.01	0	1.70909	1.63653	-0.97975
v399	small_indel	-0.11625	0	0.04362	0	-0.07858	-0.48776	-1.14878
v400	snv	-0.83601	0	0.02717	0	2.28642	-0.15688	0.60521
v401	duplication_short	0.12933	0	0.02577	1	0.21581	-1.36377	-0.29632
v402	small_indel	-0.18483	0	0.01	0	0.95894	-0.20516	1.81416
v403	deletion_long	0.80241	0	0.01	1	-1.031	0.19494	-1.20645
v404	snv	-0.83601	0	0.06509	0	0.32094	-0.922	0.2775
v405	snv	-0.83601	0	0.05415	0	-0.19263	1.27656	0.07327
v406	snv	-0.83601	0	0.05447	0	1.00695	-0.15595	0.03071
v407	inversion_bnd_complex	1.68237	0	0.01	0	-0.56498	-1.73027	1.44458
v408	str_vntr_repeat	1.52733	1	0.03077	0	-0.9329	-0.28538	-1.68196
v409	deletion_long	1.7212	0	0.01	1	1.64039	-1.55282	0.5532
v410	snv	-0.83601	0	0.11058	0	-1.15728	1.05108	0.17706
v411	snv	-0.83601	0	0.06361	0	-0.80416	-0.43716	1.31818
v412	snv	-0.83601	1	0.01	0	0.40923	1.71678	-0.46147
v413	snv	-0.83601	0	0.01	0	-0.26033	0.45434	0.97044
v414	snv	-0.83601	0	0.08667	0	-1.30546	0.58257	1.18264
v415	insertion_mei	0.62354	0	0.01	0	0.68763	0.16803	0.16325
v416	snv	-0.83601	0	0.01	0	0.78714	1.50601	-0.6038
v417	small_indel	-0.22451	0	0.05247	0	1.44143	0.99514	-1.30685
v418	insertion_mei	1.09313	0	0.01	0	1.85525	-1.2319	0.15915
v419	inversion_bnd_complex	0.98706	0	0.01	0	1.30884	-1.74177	0.00108
v420	duplication_short	1.90049	0	0.01674	1	-1.11721	0.1511	-0.55721
v421	snv	-0.83601	1	0.01	0	-1.32523	-0.10791	1.36125
v422	insertion_mei	0.89877	1	0.02408	0	0.09847	0.62891	1.14196
v423	other_complex_sv	0.95539	1	0.01	0	0.57791	1.24973	0.44009
v424	snv	-0.83601	0	0.03195	0	-1.06139	-0.38599	1.51187
v425	deletion_long	1.78667	0	0.01	1	1.57534	0.86413	2.54428
v426	snv	-0.83601	1	0.01	0	-0.68652	2.16348	-1.46923
v427	other_complex_sv	1.55272	0	0.02805	0	0.38278	-0.03535	1.25859
v428	snv	-0.83601	1	0.01	0	-1.13	0.62761	-0.68109
v429	snv	-0.83601	0	0.02843	0	-0.98198	-1.2071	-1.26729
v430	snv	-0.83601	1	0.01316	0	0.29054	0.42042	0.83741
v431	small_indel	-0.43188	0	0.02116	0	-0.96084	0.72324	0.48043
v432	insertion_mei	0.63245	0	0.03624	0	-1.77534	1.48751	0.76812
v433	other_complex_sv	1.62878	0	0.01	0	-1.56908	2.44978	0.85357
v434	str_vntr_repeat	0.91735	1	0.01	0	0.21856	0.84916	0.15177
v435	snv	-0.83601	0	0.08131	0	-0.22184	-0.36941	1.58356
v436	snv	-0.83601	0	0.01	0	-0.61273	1.00969	0.25524
v437	snv	-0.83601	0	0.02719	0	-0.27973	-0.22634	-0.65784
v438	deletion_short	0.41499	1	0.01	1	-1.34046	-1.31442	0.88069
v439	snv	-0.83601	0	0.02734	0	0.31024	0.31695	-0.61515
v440	deletion_long	0.37612	0	0.01	1	-0.34355	1.89277	1.24268
v441	str_vntr_repeat	1.50135	1	0.01	0	-1.02931	0.12809	1.333
v442	snv	-0.83601	0	0.01	0	-0.11954	1.6801	-1.03155
v443	snv	-0.83601	0	0.019	0	0.15991	-0.4011	-0.58346
v444	snv	-0.83601	0	0.03655	0	-1.70104	-0.49089	-1.078
v445	str_vntr_repeat	0.45315	1	0.01	0	-2.17364	1.05053	-0.46133
v446	small_indel	-0.04544	1	0.01	0	0.60281	1.23109	-1.93905
v447	snv	-0.83601	0	0.01	0	0.33891	1.16809	-0.03366
v448	other_complex_sv	1.00267	0	0.01238	0	-2.64278	-0.10249	0.29052
v449	snv	-0.83601	0	0.01	0	0.16883	0.25284	-0.64209
v450	small_indel	-0.15153	0	0.20389	0	0.84912	0.1938	-1.48266
v451	snv	-0.83601	0	0.02747	0	1.43605	0.19448	2.0631
v452	snv	-0.83601	0	0.05682	0	-2.26494	0.16312	1.11658
v453	snv	-0.83601	0	0.01	0	0.78125	0.99133	-0.11868
v454	snv	-0.83601	1	0.01	0	-0.3367	2.10651	-0.09477
v455	insertion_mei	2.02629	0	0.01	0	2.2481	1.38336	-0.58837
v456	str_vntr_repeat	1.64067	1	0.01	0	-0.3137	0.06921	-0.079
v457	snv	-0.83601	0	0.12774	0	-2.06188	2.36699	-0.62274
v458	snv	-0.83601	0	0.01	0	0.15757	-0.50954	-0.45402
v459	snv	-0.83601	0	0.02533	0	-1.16062	-0.73566	-2.49759
v460	snv	-0.83601	0	0.01075	0	-3.61902	1.09417	-0.00357
v461	deletion_long	1.06895	0	0.01	1	0.00409	0.21964	-0.14175
v462	deletion_long	1.84173	0	0.01	1	0.71745	0.94392	0.22387
v463	small_indel	-0.0699	0	0.32814	0	1.16575	1.66891	1.51713
v464	deletion_short	0.78505	0	0.01	1	0.62228	0.42078	-0.2937
v465	deletion_long	1.04061	0	0.01144	1	-0.01618	-0.10799	-1.71811
v466	snv	-0.83601	0	0.01	0	0.66456	-1.97172	1.16573
v467	snv	-0.83601	0	0.01	0	1.90679	2.99129	0.20782
v468	insertion_mei	0.58472	0	0.01	0	-0.18722	0.77787	-1.05539
v469	small_indel	-0.17599	0	0.02616	0	-0.09202	-0.52155	0.3939
v470	duplication_long	0.80217	0	0.01	1	0.25708	-1.37053	0.4556
v471	snv	-0.83601	1	0.01	0	0.55578	0.7213	1.95655
v472	small_indel	-0.28793	0	0.01	0	1.11118	1.92386	-1.25364
v473	snv	-0.83601	0	0.01644	0	-0.86206	-0.90578	-0.58916
v474	snv	-0.83601	0	0.01131	0	-0.27721	-1.95835	-0.77255
v475	snv	-0.83601	0	0.01111	0	-1.47244	0.54038	-0.21844
v476	snv	-0.83601	0	0.05485	0	-0.93595	1.12845	-0.6869
v477	snv	-0.83601	0	0.01	0	-1.5261	-1.41308	-0.54328
v478	snv	-0.83601	0	0.14374	0	-0.84513	-1.02824	0.13099
v479	str_vntr_repeat	0.41644	1	0.01062	0	-0.98183	1.55617	0.78485
v480	snv	-0.83601	0	0.01	0	1.15921	0.80805	-0.37375
v481	snv	-0.83601	0	0.02071	0	0.30984	0.30021	0.42493
v482	snv	-0.83601	0	0.01	0	-0.83529	-1.9764	-0.37108
v483	duplication_short	0.2333	0	0.01	1	0.4579	0.54182	0.38697
v484	insertion_mei	0.4207	1	0.01637	0	-1.63846	-0.38639	0.09962
v485	duplication_short	0.62695	0	0.01	1	1.13837	0.37359	0.36861
v486	snv	-0.83601	0	0.04866	0	1.01964	0.34923	0.0535
v487	duplication_short	1.54668	0	0.01	1	-0.4002	-0.51597	-1.3773
v488	inversion_bnd_complex	1.43464	0	0.01	0	1.13607	0.43012	-1.33771
v489	snv	-0.83601	1	0.01606	0	0.1561	-0.75487	-0.66159
v490	deletion_long	0.40633	0	0.01	1	0.07535	-0.85358	0.74074
v491	small_indel	-0.11625	0	0.01	0	-0.45507	0.04229	2.03812
v492	deletion_short	0.20102	0	0.01	1	2.04786	2.07282	-1.59495
v493	snv	-0.83601	0	0.10122	0	-0.41405	0.33935	1.25237
v494	snv	-0.83601	0	0.01	0	-0.47835	-0.17143	0.13549
v495	snv	-0.83601	0	0.0366	0	0.44802	-1.60311	-0.79044
v496	snv	-0.83601	0	0.01	0	0.88992	0.78108	-0.9945
v497	snv	-0.83601	0	0.01	0	0.70788	-0.41796	0.09334
v498	snv	-0.83601	0	0.11541	0	0.14142	-0.7991	-0.60064
v499	snv	-0.83601	0	0.32342	0	-0.08269	0.17923	0.31405
v500	snv	-0.83601	1	0.04	0	-0.04649	-0.62676	-0.62014
v501	snv	-0.83601	0	0.01	0	0.53338	-1.55496	-0.55579
v502	inversion_bnd_complex	1.82635	0	0.01	0	2.46875	0.34383	0.5982
v503	inversion_bnd_complex	0.5564	0	0.02023	0	-0.25929	0.62934	-1.24978
v504	deletion_short	0.29627	0	0.01	1	0.38645	0.40237	0.4704
v505	str_vntr_repeat	1.50242	1	0.01	0	1.30196	0.832	-1.12447
v506	duplication_short	1.05293	0	0.09878	1	-0.48669	-0.15048	0.33364
v507	snv	-0.83601	0	0.01	0	0.24465	-0.90684	1.62987
v508	duplication_long	0.96316	0	0.01	1	0.38168	-2.00003	-0.44805
v509	snv	-0.83601	0	0.01	0	2.31387	-0.07648	0.31239
v510	deletion_short	0.44663	0	0.01	1	1.40377	1.02315	-0.56302
v511	snv	-0.83601	0	0.01614	0	-0.10835	1.4442	-1.27677
v512	deletion_short	1.8728	0	0.01	1	-0.2706	-0.82267	0.10558
v513	insertion_mei	0.87116	0	0.01	0	-0.62931	-0.37744	-0.5144
v514	duplication_long	0.73559	0	0.01	1	-1.25892	-1.13108	-0.08317
v515	snv	-0.83601	0	0.1367	0	-0.9414	1.26281	1.41911
v516	inversion_bnd_complex	0.59141	1	0.01283	0	-0.53112	0.53626	1.37608
v517	snv	-0.83601	0	0.01949	0	-0.88563	-1.20777	-0.3738
v518	insertion_mei	0.74606	0	0.01	0	2.25447	-0.90313	-1.09604
v519	snv	-0.83601	1	0.01	0	0.70107	0.09089	-0.032
v520	snv	-0.83601	1	0.01205	0	0.61083	1.62414	-0.37214
v521	snv	-0.83601	0	0.01	0	0.36059	0.84287	1.47635
v522	snv	-0.83601	0	0.03361	0	-1.584	0.0357	0.64995
v523	snv	-0.83601	0	0.1082	0	-0.40872	0.41317	-0.67789
v524	snv	-0.83601	0	0.01	0	-1.91818	-1.69412	-0.72329
v525	inversion_bnd_complex	0.50536	0	0.01	0	0.34713	1.01992	2.04777
v526	deletion_short	0.35639	0	0.01	1	0.57981	-1.48056	0.68421
v527	duplication_short	1.49882	0	0.07954	1	0.75308	-0.17445	-0.89717
v528	snv	-0.83601	0	0.22017	0	1.5461	-0.17941	0.12358
v529	snv	-0.83601	0	0.02106	0	-2.30133	-0.59782	0.7446
v530	snv	-0.83601	0	0.01	0	0.48281	-1.12083	-0.78601
v531	snv	-0.83601	0	0.15505	0	2.79718	0.00949	2.39956
v532	insertion_mei	0.83169	0	0.01	0	1.60224	-1.49521	0.30953
v533	snv	-0.83601	0	0.01	0	0.97908	-0.78005	-0.02624
v534	snv	-0.83601	0	0.01	0	1.22188	1.11865	0.01376
v535	duplication_short	0.94898	0	0.02412	1	0.58633	-0.09298	-0.58921
v536	deletion_short	0.62877	0	0.01	1	0.03498	2.39959	-0.30485
v537	snv	-0.83601	0	0.01	0	0.27605	-1.31619	0.71175
v538	insertion_mei	1.12724	0	0.01	0	1.25031	-2.51464	-0.91768
v539	deletion_long	1.70301	0	0.01	1	0.48645	2.52944	-0.57887
v540	snv	-0.83601	0	0.16329	0	-1.77164	-0.04516	0.50779
v541	snv	-0.83601	0	0.25183	0	-1.36004	-1.08251	1.21721
v542	snv	-0.83601	0	0.01052	0	0.48362	0.06735	0.50691
v543	snv	-0.83601	0	0.04991	0	-0.04641	-0.93487	-0.58529
v544	duplication_short	1.42096	0	0.01	1	-0.74763	-0.71125	1.46402
v545	other_complex_sv	1.46933	0	0.01	0	-1.07009	0.04242	0.1444
v546	snv	-0.83601	0	0.01	0	0.82177	0.00546	-0.79535
v547	other_complex_sv	0.78543	0	0.01	0	-3.15869	0.23246	-0.12997
v548	snv	-0.83601	0	0.01	0	-0.09802	1.47005	-0.63244
v549	snv	-0.83601	0	0.01	0	0.59051	-0.63839	-0.60503
v550	snv	-0.83601	1	0.13301	0	0.8412	1.49368	-0.7635
v551	inversion_bnd_complex	1.50648	0	0.01	0	0.55672	1.06771	-2.77772
v552	inversion_bnd_complex	1.56548	0	0.01	0	0.58239	-0.43733	-0.21183
v553	insertion_mei	1.87777	1	0.01	0	-2.58033	-1.38906	1.06117
v554	duplication_short	1.46875	0	0.01	1	0.61819	0.11819	0.89392
v555	small_indel	-0.08056	0	0.03376	0	-0.74418	-0.65774	-0.44727
v556	snv	-0.83601	0	0.13085	0	-0.24162	0.25434	-0.32861
v557	snv	-0.83601	1	0.01	0	0.31232	-0.53098	0.56412
v558	inversion_bnd_complex	1.78766	1	0.01	0	0.1963	-0.86342	1.47206
v559	deletion_long	1.0134	0	0.01	1	0.13006	-0.90567	-0.50498
v560	deletion_long	0.53763	0	0.01	1	0.69938	1.54355	1.91796
v561	snv	-0.83601	1	0.01	0	0.33827	-1.29402	0.93539
v562	snv	-0.83601	0	0.01	0	-0.65525	-0.9951	-0.20619
v563	snv	-0.83601	0	0.09614	0	0.99523	-0.85377	-0.13501
v564	snv	-0.83601	0	0.01	0	-1.87505	-0.25445	-0.28725
v565	duplication_short	1.67577	1	0.01	1	-1.17895	-1.37202	0.73009
v566	duplication_short	0.85859	0	0.01	1	1.54468	-0.17787	1.34119
v567	snv	-0.83601	0	0.06556	0	-0.92156	0.02191	-0.75999
v568	inversion_bnd_complex	0.36054	1	0.01	0	0.61313	0.78462	2.41427
v569	snv	-0.83601	0	0.01	0	0.26291	0.68445	-0.87895
v570	snv	-0.83601	0	0.01	0	-0.03659	0.34155	1.76397
v571	insertion_mei	0.25678	1	0.01	0	0.0211	-0.20415	0.38377
v572	insertion_mei	1.06184	0	0.01284	0	-1.22801	-0.71545	0.92295
v573	other_complex_sv	1.22916	0	0.01	0	1.87806	-0.26831	0.61601
v574	str_vntr_repeat	1.22948	1	0.01	0	0.38959	1.80831	-0.12772
v575	deletion_long	0.2882	0	0.01	1	0.36587	-1.05028	0.4085
v576	snv	-0.83601	0	0.08284	0	-0.0924	-0.59508	-0.47138
v577	snv	-0.83601	0	0.01	0	-0.50725	0.48586	3.17847
v578	snv	-0.83601	0	0.01	0	0.47926	-0.57052	-0.73836
v579	str_vntr_repeat	0.66126	1	0.01	0	1.55147	0.11971	1.2773
v580	snv	-0.83601	0	0.17374	0	-0.9498	0.0054	1.9227
v581	deletion_short	1.8145	0	0.04668	1	-1.88221	0.3133	0.61193
v582	duplication_short	1.8315	0	0.02086	1	-0.02879	0.14909	-1.79364
v583	other_complex_sv	0.85382	0	0.01	0	-0.0495	0.67012	0.7017
v584	deletion_short	0.64349	0	0.01	1	-1.01707	-0.57785	0.8982
v585	snv	-0.83601	0	0.01	0	-1.36222	-0.95298	-0.61683
v586	duplication_short	1.66066	0	0.01017	1	-0.79837	0.94088	0.21881
v587	other_complex_sv	0.57575	0	0.01	0	-0.01275	1.30838	-0.37413
v588	snv	-0.83601	0	0.01	0	-0.16451	-3.0091	1.37352
v589	inversion_bnd_complex	1.73532	0	0.01	0	-0.61799	0.57137	2.26156
v590	snv	-0.83601	0	0.01	0	1.44796	-3.47129	-0.44163
v591	insertion_mei	0.89209	0	0.01	0	-0.68042	-1.07871	2.47905
v592	insertion_mei	0.93636	0	0.0212	0	0.85738	-0.69933	-0.59748
v593	snv	-0.83601	0	0.05804	0	1.64605	1.07598	0.27358
v594	snv	-0.83601	0	0.07647	0	-1.12056	0.30855	0.84377
v595	snv	-0.83601	0	0.01	0	-2.88657	1.27884	0.28078
v596	snv	-0.83601	0	0.07413	0	-0.36855	1.51995	-1.62846
v597	small_indel	-0.60785	0	0.10517	0	-1.16976	-0.85105	0.63858
v598	snv	-0.83601	0	0.01982	0	1.54787	2.34265	0.95396
v599	snv	-0.83601	0	0.01	0	-0.38417	-0.60936	0.68857
v600	snv	-0.83601	0	0.01	0	-0.88447	1.43876	1.25337
v601	snv	-0.83601	0	0.01	0	0.30939	-0.49623	-0.53824
v602	snv	-0.83601	0	0.01	0	-0.17029	-0.20286	-0.76021
v603	snv	-0.83601	0	0.03548	0	0.21434	-0.28689	0.30403
v604	snv	-0.83601	0	0.01	0	-1.1438	0.82339	-1.18574
v605	inversion_bnd_complex	0.9582	0	0.01	0	0.5933	0.18772	1.29466
v606	str_vntr_repeat	0.29324	1	0.01	0	1.24146	-0.74908	0.01667
v607	duplication_long	2.02744	0	0.01	1	-1.08641	0.8305	0.48779
v608	deletion_long	0.87975	0	0.01	1	-0.58522	-0.33262	-0.2607
v609	snv	-0.83601	0	0.01	0	-1.41652	-0.57903	0.2977
v610	snv	-0.83601	0	0.01	0	-1.26059	0.70575	2.41815
v611	snv	-0.83601	0	0.01	0	0.14927	-0.6359	0.86767
v612	snv	-0.83601	1	0.01	0	0.68913	1.93852	0.01279
v613	snv	-0.83601	0	0.24622	0	-0.13115	0.48059	1.20456
v614	deletion_long	2.00691	0	0.01	1	0.66762	0.78437	0.15749
v615	deletion_short	1.36408	1	0.01	1	0.1091	0.19114	-0.13661
v616	snv	-0.83601	0	0.12726	0	-2.45372	-0.17051	-0.38202
v617	deletion_short	0.778	0	0.01	1	-0.43974	-0.90642	0.98084
v618	insertion_mei	1.88593	0	0.01	0	-0.33571	0.17014	0.6142
v619	small_indel	-0.33801	0	0.17897	0	0.34974	-1.11174	0.3233
v620	snv	-0.83601	0	0.12916	0	0.20309	0.46728	-0.21451
v621	str_vntr_repeat	0.85812	1	0.01	0	1.02344	-0.28445	-1.4652
v622	deletion_short	1.29497	0	0.01	1	0.83882	-0.48061	-1.28535
v623	insertion_mei	0.97524	1	0.0298	0	-2.05314	-0.31947	-1.38333
v624	snv	-0.83601	0	0.02921	0	1.82874	-0.848	0.48226
v625	snv	-0.83601	0	0.06489	0	-1.08125	0.98758	0.42945
v626	small_indel	-0.24761	0	0.06722	0	-0.74372	0.3517	0.71553
v627	str_vntr_repeat	0.99093	1	0.04399	0	1.00842	0.29916	-0.79615
v628	snv	-0.83601	0	0.01	0	-0.08497	0.63664	1.20519
v629	small_indel	-0.69206	0	0.01	0	-0.57945	-0.19981	0.46552
v630	duplication_long	1.74075	0	0.02822	1	-0.07062	-1.11198	-0.2769
v631	duplication_long	0.57574	0	0.01	1	-0.53118	0.22075	-0.14609
v632	other_complex_sv	1.29373	0	0.01	0	1.72965	-0.55263	1.36747
v633	str_vntr_repeat	1.29249	1	0.01	0	-1.22076	0.1604	-0.37231
v634	snv	-0.83601	0	0.01	0	0.05228	-1.50507	3.07058
v635	insertion_mei	0.36861	0	0.01225	0	0.87257	-0.27964	0.37439
v636	deletion_short	1.98957	0	0.04027	1	1.1344	0.31242	0.00457
v637	inversion_bnd_complex	0.86561	0	0.01	0	0.00439	-0.97078	-0.06007
v638	duplication_long	1.79088	0	0.01314	1	-0.66303	2.13307	-0.98515
v639	snv	-0.83601	0	0.01	0	-1.02951	-0.3899	0.77888
v640	snv	-0.83601	0	0.01	0	1.14345	-1.72702	-1.33098
v641	snv	-0.83601	0	0.01	0	1.52046	-0.96629	0.28849
v642	snv	-0.83601	1	0.07995	0	-0.71913	-0.9773	-1.31732
v643	snv	-0.83601	0	0.01	0	-0.35082	-0.06696	0.9264
v644	duplication_short	1.26882	0	0.01	1	-0.76589	0.16251	2.58595
v645	duplication_short	1.57926	0	0.01	1	-0.07599	0.08611	0.11961
v646	deletion_short	1.15982	1	0.03019	1	0.40737	0.13476	-0.19019
v647	insertion_mei	1.27366	0	0.01	0	-0.8913	0.13302	-1.61236
v648	snv	-0.83601	0	0.04062	0	-1.58298	-1.37793	-1.26901
v649	snv	-0.83601	0	0.01	0	0.28233	1.75487	-0.91621
v650	deletion_long	0.15972	0	0.01	1	-0.77362	0.95524	-1.15078
v651	duplication_long	1.26791	0	0.01	1	1.05135	0.95154	0.77182
v652	duplication_short	2.02517	0	0.02704	1	-2.142	0.66462	-1.19807
v653	snv	-0.83601	0	0.01	0	-0.00251	-1.34467	-0.38288
v654	duplication_long	0.47035	0	0.01	1	-0.86264	-0.11056	0.65442
v655	insertion_mei	1.6486	0	0.01	0	-1.35576	0.58141	0.13957
v656	inversion_bnd_complex	0.70065	0	0.01	0	1.75177	0.15563	-0.86594
v657	snv	-0.83601	0	0.01458	0	-0.16452	-0.33511	-1.25992
v658	duplication_long	1.81769	0	0.01	1	0.79285	-1.51046	-0.50423
v659	duplication_long	1.13151	0	0.01	1	2.49798	0.47374	0.14992
v660	snv	-0.83601	0	0.01	0	1.40338	1.06731	0.80601
v661	duplication_long	0.68839	0	0.01	1	1.00805	0.44299	-1.90589
v662	snv	-0.83601	0	0.01782	0	0.83726	-1.06105	0.24918
v663	snv	-0.83601	0	0.01	0	-0.63602	0.85097	-0.72234
v664	snv	-0.83601	0	0.01	0	0.9442	-0.89	-0.48733
v665	snv	-0.83601	0	0.05263	0	1.75049	0.07222	0.75756
v666	duplication_long	1.66673	0	0.01	1	0.26402	0.80804	-0.28589
v667	snv	-0.83601	1	0.01	0	-1.7589	0.00195	-0.38799
v668	snv	-0.83601	0	0.06535	0	2.29242	0.05756	-0.64681
v669	snv	-0.83601	0	0.01869	0	-0.23269	0.66474	-0.0898
v670	small_indel	-0.69206	0	0.01539	0	1.65748	-1.27628	0.37247
v671	snv	-0.83601	0	0.01044	0	1.70103	0.52904	-0.51358
v672	snv	-0.83601	0	0.01131	0	-0.47248	-1.03908	-0.09728
v673	snv	-0.83601	0	0.04329	0	1.86628	-0.70912	0.44987
v674	other_complex_sv	1.65289	0	0.01	0	-0.44768	0.55481	0.38347
v675	duplication_short	0.16316	0	0.02708	1	1.23942	0.14208	-1.56577
v676	snv	-0.83601	0	0.02051	0	1.50778	-0.40283	0.32038
v677	snv	-0.83601	0	0.01	0	-2.33786	-0.19483	-0.52858
v678	deletion_long	1.77917	0	0.01	1	0.96285	2.0192	1.18546
v679	snv	-0.83601	0	0.01064	0	0.14195	0.49189	-0.30385
v680	small_indel	-0.05977	0	0.01	0	-0.24388	0.90068	-0.99089
v681	str_vntr_repeat	1.19614	1	0.01	0	2.39319	-1.05593	-1.43417
v682	duplication_short	0.80619	0	0.01	1	-0.81985	-1.24264	0.22783
v683	deletion_short	1.48142	0	0.01	1	1.57806	2.03756	-1.22117
v684	snv	-0.83601	0	0.01	0	-0.37891	0.81506	-1.12034
v685	snv	-0.83601	0	0.02364	0	-0.32871	-0.28422	2.12918
v686	snv	-0.83601	0	0.01	0	1.14244	0.7426	1.209
v687	snv	-0.83601	0	0.08443	0	-0.04233	1.29651	1.16022
v688	deletion_short	0.88358	0	0.01	1	-0.86347	0.0264	-0.90438
v689	snv	-0.83601	0	0.01	0	0.25287	0.42352	1.28315
v690	snv	-0.83601	0	0.01656	0	-0.36191	-1.60052	-0.84416
v691	insertion_mei	0.39866	0	0.01	0	-1.14785	0.85786	0.92439
v692	deletion_short	0.90457	0	0.01	1	2.51589	-0.24842	-0.5193
v693	deletion_short	0.18289	0	0.01	1	1.27104	1.00805	-0.50726
v694	insertion_mei	2.0247	0	0.01328	0	0.80866	-1.34606	0.67111
v695	snv	-0.83601	0	0.01	0	-1.31561	1.47983	1.88755
v696	snv	-0.83601	0	0.05027	0	-0.46075	-0.12092	-1.21944
v697	inversion_bnd_complex	1.1312	0	0.01	0	-1.28043	0.28132	-0.18208
v698	duplication_short	0.2484	0	0.01	1	-0.61191	1.25852	-0.03519
v699	snv	-0.83601	0	0.01809	0	-0.98719	-0.66033	-0.51848
v700	str_vntr_repeat	1.04205	1	0.01	0	-0.37174	1.41381	-1.51062
v701	snv	-0.83601	0	0.03768	0	0.14533	-0.99746	-0.8901
v702	str_vntr_repeat	0.15414	1	0.01	0	0.11649	-0.96753	0.70657
v703	snv	-0.83601	0	0.11871	0	0.79414	0.7104	1.63629
v704	duplication_short	1.80924	0	0.01	1	2.89	-0.29616	0.24139
v705	snv	-0.83601	0	0.01	0	0.38161	0.29754	-0.83552
v706	snv	-0.83601	0	0.01	0	0.23784	-0.65994	-2.41106
v707	insertion_mei	1.77279	0	0.01	0	1.33046	0.46071	0.15574
v708	snv	-0.83601	0	0.01	0	-0.42631	-0.88188	1.16122
v709	str_vntr_repeat	0.53837	1	0.01	0	-0.59457	-0.55533	-0.03945
v710	snv	-0.83601	0	0.01	0	-1.44392	0.62507	0.93713
v711	snv	-0.83601	0	0.07232	0	0.12699	2.13101	-1.07217
v712	snv	-0.83601	0	0.03912	0	0.30404	0.8045	-0.25782
v713	duplication_short	1.41337	0	0.01	1	-1.68063	-0.46711	-0.20049
v714	snv	-0.83601	0	0.01	0	-0.42631	0.21073	-1.44778
v715	snv	-0.83601	1	0.01965	0	-0.30366	-0.08773	1.6969
v716	deletion_long	0.36495	0	0.01027	1	0.82246	-1.91294	0.36145
v717	snv	-0.83601	0	0.01	0	-0.93349	-0.2927	-0.01459
v718	snv	-0.83601	0	0.02281	0	1.08345	-1.27759	0.39195
v719	snv	-0.83601	0	0.01	0	-0.0138	0.16631	0.23742
v720	snv	-0.83601	0	0.01234	0	0.51577	-0.07931	1.99217
v721	snv	-0.83601	0	0.01	0	0.44001	-0.21873	1.6036
v722	str_vntr_repeat	1.14167	1	0.01	0	0.04817	-0.26005	-0.37051
v723	snv	-0.83601	0	0.01	0	-0.12832	0.07533	-0.37693
v724	insertion_mei	0.9061	0	0.01	0	-1.45441	-1.73462	-0.03872
